custom_id,Index,Character,Pinyin,Radical,Strokes,Structure,Sentence,Words
0127,0127,无,"[""wú""]",无,4,独体结构,他感到无比幸福。,"[""无理"", ""无敌"", ""无偿"", ""无损"", ""无辜"", ""无非"", ""无耻"", ""无赖"", ""无所事事"", ""音讯全无""]"
0128,0128,声,"[""shēng""]",士,7,上下结构,他的声音真好听。,"[""声音"", ""声乐"", ""歌声"", ""声母"", ""名声"", ""声明"", ""声带"", ""发声"", ""声东击西"", ""口口声声""]"
0129,0129,春,"[""chūn""]",日,9,上下结构,马上就要到春天了。,"[""春天"", ""开春"", ""春运"", ""春雨"", ""春风"", ""立春"", ""春秋"", ""春节"", ""妙手回春"", ""春光明媚""]"
0130,0130,还,"[""hái"", ""huán""]",辶,7,半包围结构,这件事做的比上次还好。,"[""还好"", ""还差"", ""还有"", ""还看"", ""还原"", ""归还"", ""偿还"", ""还手"", ""讨价还价"", ""返老还童""]"
0131,0131,人,"[""rén""]",人,2,独体结构,晚上广场上有很多人。,"[""人们"", ""人名"", ""人类"", ""人群"", ""别人"", ""人称"", ""丢人"", ""人均"", ""人多"", ""势众"", ""人迹罕见""]"
0132,0132,来,"[""lái""]",一,7,独体结构,今天来了好多人啊。,"[""来去"", ""回来"", ""过来"", ""来历"", ""来生"", ""来访"", ""来年"", ""来此"", ""来日"", ""方长"", ""人来"", ""人往""]"
0133,0133,惊,"[""jīng (dictionary)""]",忄,11,左右结构,我在睡梦中被雷声惊醒。,"[""惊心"", ""惊恐"", ""惊讶"", ""惊醒"", ""惊人"", ""惊叫"", ""惊奇"", ""惊慌"", ""打草惊蛇"", ""惊心动魄""]"
0134,0134,对,"[""duì""]",又,5,左右结构,他们是一对好搭档。,"[""对方"", ""对应"", ""对错"", ""对抗"", ""对话"", ""对立"", ""对比"", ""对策"", ""对牛弹琴"", ""对酒当歌""]"
0135,0135,说,"[""shuō""]",讠,9,左右结构,谁能说出这事是怎么发生的。,"[""说话"", ""说谎"", ""解说"", ""演说"", ""说法"", ""说情"", ""学说"", ""说一不二"", ""道听途说"", ""游说"", ""和颜悦色""]"
0136,0136,是,"[""shì""]",日,9,上下结构,只是我不愿意做过多解释。,"[""只是"", ""于是"", ""是非"", ""总是"", ""比比皆是"", ""回头是岸""]"
0137,0137,叶,"[""yè""]",口,5,左右结构,秋天到了，树叶都掉了。,"[""叶子"", ""树叶"", ""菜叶"", ""叶片"", ""落叶归根"", ""金枝玉叶""]"
0138,0138,圆,"[""yuán""]",囗 (dictionary),7 (dictionary),全包围结构,今天我画了一个圆形和一个正方形。,"[""圆形"", ""圆圈"", ""圆桌"", ""圆锥"", ""圆润"", ""圆规"", ""花好月圆"", ""自圆其说""]"
0139,0139,夏,"[""xià""]",夂,10,上下结构,今年夏天真的好热呀。,"[""夏天"", ""夏季"", ""华夏"", ""夏至"", ""冬虫夏草"", ""夏阳酷暑""]"
0140,0140,秋,"[""qiū""]",禾,9,左右结构,秋天是庄稼成熟的季节。,"[""秋天"", ""秋收"", ""秋景"", ""秋高气爽"", ""秋色宜人""]"
0141,0141,雪,"[""xuě""]",雨,11,上下结构,我和小伙伴们一起堆了一个雪人。,"[""雪花"", ""雪山"", ""雪水"", ""雪松"", ""雪糕"", ""雪耻"", ""白雪"", ""冰雪"", ""雪上加霜"", ""雪中送炭""]"
0142,0142,肚,"[""dù""]",月,7,左右结构,我把我的一只手搁在了肚子上。,"[""肚皮"", ""肚脐"", ""肚子"", ""肚量"", ""牵肠挂肚"", ""小肚鸡肠"", ""没肚子"", ""猪肚"", ""毛肚""]"
0143,0143,就,"[""jiù""]",京 (dictionary),12,左右结构,只要有时间我就会帮妈妈做家务。,"[""就是"", ""就算"", ""就要"", ""就业"", ""就寝"", ""就餐"", ""就位"", ""就绪"", ""避实就虚"", ""慷慨就义""]"
0144,0144,冬,"[""dōng""]",夂,5,上下结构,寒冷的冬天里下起了大雪。,"[""冬天"", ""冬季"", ""冬瓜"", ""冬眠"", ""秋收"", ""冬藏"", ""寒冬"", ""腊月""]"
0145,0145,排,"[""pái""]",扌,11,左右结构,食堂里很多学生在排队打饭。,"[""排队"", ""排头"", ""排版"", ""排列"", ""排场"", ""排挤"", ""排水"", ""排比"", ""排山倒海"", ""排忧解难""]"
0146,0146,中,"[""zhōng"", ""zhòng""]",丨,4,独体结构,我们可以从学习中获取知识。,"[""中心"", ""中文"", ""中原"", ""中式"", ""中等"", ""中华"", ""中看"", ""暗中"", ""相中"", ""中意"", ""一语中的""]"
0147,0147,游,"[""yóu""]",氵,12,左右结构,我们可以玩电脑游戏。,"[""游戏"", ""游泳"", ""漫游"", ""游牧"", ""上游"", ""游客"", ""游览"", ""旅游"", ""游刃有余"", ""力争上游""]"
0148,0148,流,"[""liú""]",氵,10,左右结构,我听见有流水的声音。,"[""流水"", ""流泪"", ""河流"", ""流失"", ""流程"", ""流通"", ""流放"", ""流汗"", ""流落"", ""他乡"", ""女流之辈""]"
0149,0149,唱,"[""chàng""]",口,11,左右结构,你会玩乐器或者唱歌吗？,"[""唱歌"", ""歌唱"", ""唱片"", ""唱戏"", ""唱腔"", ""唱功"", ""对唱"", ""伴唱""]"
0150,0150,两,"[""liǎng""]",一,7,独体结构,两种结果皆有可能。,"[""两个"", ""两次"", ""两会"", ""两侧"", ""两袖清风"", ""两败俱伤"", ""两肋插刀"", ""两全其美""]"
0151,0151,岸,"[""àn""]",山,8,上下结构,苦海无边，回头是岸。,"[""河岸"", ""两岸"", ""上岸"", ""伟岸"", ""回头是岸"", ""隔岸观火""]"
0152,0152,树,"[""shù""]",木,9,左中右结构,树的叶子都已落得一片也没有了。,"[""树木"", ""树根"", ""树林"", ""树丛"", ""树枝"", ""树立"", ""树苗"", ""榕树"", ""玉树临风"", ""树大招风""]"
0153,0153,苗,"[""miáo""]",艹,8,上下结构,一棵棵小树苗整齐的排列在一起。,"[""禾苗"", ""秧苗"", ""苗子"", ""火苗"", ""苗条"", ""苗头"", ""育苗"", ""鱼苗"", ""拔苗助长""]"
0154,0154,绿,"[""lǜ""]",纟,11,左右结构,那个绿色的按钮是干什么的呢？,"[""绿色"", ""绿叶"", ""绿豆"", ""绿茶"", ""绿地"", ""绿洲"", ""绿化"", ""绿灯"", ""灯红酒绿"", ""青山绿水""]"
0155,0155,江,"[""jiāng""]",氵,6,左右结构,条条江河归大海。,"[""长江"", ""珠江"", ""江边"", ""江河"", ""江东"", ""江畔"", ""江山"", ""江湖"", ""江河日下"", ""江郎才尽""]"
0156,0156,南,"[""nán""]",十,9,上下结构,他们大部分都来自中国的南方。,"[""南方"", ""南极"", ""南北"", ""南海"", ""南朝"", ""南边"", ""江南"", ""南瓜"", ""闽南"", ""南征北战""]"
0157,0157,哪,"[""nǎ""]",口,9,左右结构,他们会站到哪一边。,"[""哪位"", ""哪个"", ""哪怕"", ""哪里"", ""哪样"", ""哪块"", ""哪搭""]"
0158,0158,座,"[""zuò""]",广,10,半包围结构,一座座高楼平地而起。,"[""入座"", ""宝座"", ""座次"", ""雅座"", ""在座"", ""座谈"", ""高朋满座"", ""震惊四座""]"
0159,0159,房,"[""fáng""]",户,8,半包围结构,这个月房屋的销售量有所上升。,"[""房屋"", ""房东"", ""房间"", ""书房"", ""心房"", ""房租"", ""楼房"", ""房产"", ""独守空房"", ""文房四宝""]"
0160,0160,漂,"[""piāo"", ""piào""]",氵,14,左右结构,那条船正在海洋上漂流。,"[""漂流"", ""漂泊"", ""漂浮"", ""漂移"", ""漂白"", ""漂洗"", ""漂荡"", ""漂亮""]"
0161,0161,亮,"[""liàng""]",亠,9,上中下结构,今天的月亮好圆啊。,"[""亮光"", ""月亮"", ""明亮"", ""亮度"", ""响亮"", ""亮相"", ""敞亮"", ""闪亮"", ""高风亮节"", ""锃光瓦亮""]"
0162,0162,青,"[""qīng""]",青,8,上下结构,他那铁青的脸色。,"[""青菜"", ""青年"", ""青云直上"", ""青椒"", ""青海"", ""青草"", ""青铜"", ""青春"", ""青红皂白""]"
0163,0163,门,"[""mén""]",门,3,独体结构,卧室的门上有一把锁。,"[""门口"", ""门卫"", ""门诊"", ""门类"", ""门第"", ""门道"", ""门面"", ""门徒"", ""门当户对"", ""自立门户""]"
0164,0164,窗,"[""chuāng""]",穴,12,上下结构,刚打开窗户，一股新鲜空气迎面扑来。,"[""窗户"", ""窗台"", ""门窗"", ""窗帘"", ""同窗"", ""天窗"", ""窗花"", ""纱窗"", ""窗明几净"", ""十载寒窗""]"
0165,0165,香,"[""xiāng""]",香,9,上下结构,这丛牡丹花香味扑鼻，沁人心脾。,"[""香味"", ""香气"", ""清香"", ""芳香"", ""香肠"", ""香蕉"", ""香皂"", ""香菜"", ""鸟语花香"", ""香味扑鼻""]"
0166,0166,屋,"[""wū""]",尸 (dictionary),9,半包围结构,他们都高高兴兴地回屋了。,"[""屋顶"", ""石屋"", ""里屋"", ""屋子"", ""爱屋及乌"", ""金屋藏娇""]"
0167,0167,要,"[""yāo"", ""yào""]",西,9,上下结构,我们要给予自己信心，不要自暴自弃。,"[""要求"", ""要挟"", ""将要"", ""要领"", ""要点"", ""要饭"", ""要强"", ""要害""]"
0168,0168,们,"[""men""]",亻,5,左右结构,我们家乡有很多人养鸡。,"[""人们"", ""我们"", ""咱们"", ""你们"", ""哥们"", ""他们"", ""爷们""]"
0169,0169,爷,"[""yé""]",父,6,上下结构,你以前和你的爷爷住在哪里呢？,"[""爷爷"", ""大爷"", ""爷俩"", ""姥爷"", ""少爷""]"
0170,0170,棵,"[""kē""]",木,12,左右结构,这棵树长的好高啊。,"[""发棵"", ""棵子"", ""棵儿"", ""棵把"", ""棵杆"", ""棵松"", ""花棵""]"
0171,0171,到,"[""dào""]",至,8,左右结构,我们从九点工作到六点。,"[""到处"", ""到达"", ""到期"", ""周到"", ""到手"", ""到案"", ""到任"", ""签到"", ""面面俱到"", ""白头到老""]"
0172,0172,给,"[""gěi""]",纟,9,左右结构,他给了我一颗糖。,"[""送给"", ""给钱"", ""给定"", ""给她"", ""给养"", ""补给"", ""供给""]"
0173,0173,穿,"[""chuān""]",穴,9,上下结构,他今天穿的这件衣服很漂亮。,"[""穿衣"", ""穿鞋"", ""揭穿"", ""穿透"", ""穿过"", ""穿梭"", ""穿越"", ""穿孔"", ""水滴石穿"", ""百步穿杨""]"
0174,0174,暖,"[""nuǎn""]",日,13,左右结构,温暖的气候和水分促使种子发芽。,"[""取暖"", ""温暖"", ""暖气"", ""暖和"", ""暖壶"", ""暖洋洋"", ""冷暖自知"", ""春暖花香""]"
0175,0175,冷,"[""lěng""]",冫 (dictionary),7,左右结构,天气慢慢变冷了。,"[""冷水"", ""冷冻"", ""冷淡"", ""冷库"", ""冷落"", ""冷战"", ""冷漠"", ""冷藏"", ""冷眼旁观"", ""冷酷无情""]"
0176,0176,开,"[""kāi""]",一,4,独体结构,勤奋是一把开启成功之门的钥匙。,"[""开门"", ""开启"", ""开会"", ""开始"", ""开水"", ""开动"", ""开导"", ""开放"", ""开门见山"", ""开天辟地""]"
0177,0177,伞,"[""sǎn""]",人,6,上下结构,下雨天人们都打着伞。,"[""雨伞"", ""伞兵"", ""跳伞"", ""油伞"", ""收旗卷伞"", ""保护伞""]"
0178,0178,热,"[""rè""]",灬,10,上下结构,今天天气好热呀。,"[""热火"", ""热水"", ""热销"", ""热量"", ""热恋"", ""热血"", ""热心"", ""热情"", ""热血沸腾"", ""水深火热""]"
0179,0179,静,"[""jìng""]",青,14,左右结构,我喜欢安静的环境。,"[""安静"", ""寂静"", ""冷静"", ""静止"", ""平静"", ""静态"", ""静养"", ""静电"", ""平心静气"", ""风平浪静""]"
0180,0180,夜,"[""yè""]",夕,8,上下结构,时间像水一样，日夜不停地流去。,"[""夜里"", ""夜晚"", ""夜色"", ""夜幕"", ""夜宵"", ""夜班"", ""夜长梦多"", ""半夜三更""]"
0181,0181,床,"[""chuáng""]",广,7,半包围结构,这个床垫好软，睡起来好舒服。,"[""床单"", ""床垫"", ""床铺"", ""车床"", ""河床"", ""床边"", ""床前"", ""床榻"", ""卧床不起""]"
0182,0182,光,"[""guāng""]",小,6,上下结构,隔壁的亮光从门缝中传了过来。,"[""阳光"", ""光临"", ""火光"", ""光环"", ""光滑"", ""光顾"", ""光彩"", ""光辉"", ""光天化日"", ""光阴似箭""]"
0183,0183,举,"[""jǔ""]",手 (dictionary),9,上下结构,上课时老师要求举手回答。,"[""举手"", ""举重"", ""举例"", ""创举"", ""一举成名"", ""多此一举""]"
0184,0184,头,"[""tóu""]",大,5,独体结构,他的头发太长了，应该修剪了。,"[""头发"", ""头痛"", ""头盔"", ""念头"", ""头绪"", ""头等"", ""木头"", ""头脑""]"
0185,0185,望,"[""wàng""]",王,11,上下结构,上课的时候不允许随便张望。,"[""望见"", ""张望"", ""眺望"", ""望风"", ""名望"", ""拜望"", ""探望"", ""威望"", ""不负众望"", ""德高望重""]"
0186,0186,低,"[""dī""]",亻,7,左右结构,我们现在的目标都太低了。,"[""低下"", ""低头"", ""低潮"", ""低谷"", ""低俗"", ""低档"", ""低估"", ""低能"", ""低三下四"", ""低声下气""]"
0187,0187,故,"[""gù""]",攵 (dictionary),9,左右结构,小时候我总喜欢听爷爷讲故事。,"[""故乡"", ""事故"", ""故土"", ""故障"", ""故意"", ""故宫"", ""故去"", ""故居"", ""故弄玄虚"", ""荣归故里""]"
0188,0188,乡,"[""xiāng""]",一,3,独体结构,为了给家乡修路，大家都很卖力。,"[""乡情"", ""乡村"", ""乡下"", ""乡镇"", ""乡愁"", ""乡里"", ""同乡"", ""故乡"", ""衣锦还乡"", ""鱼米之乡""]"
0189,0189,船,"[""chuán""]",舟,11,左右结构,今天上课的内容是草船借箭。,"[""船只"", ""船厂"", ""战船"", ""船票"", ""帆船"", ""小船"", ""船队"", ""船舱"", ""草船借箭"", ""水涨船高""]"
0190,0190,弯,"[""wān""]",弓,9,上下结构,我们村有一条弯弯曲曲的小路。,"[""弯曲"", ""弯道"", ""弯腰"", ""拐弯"", ""转弯"", ""弯刀"", ""弯路"", ""弯度""]"
0191,0191,坐,"[""zuò""]",土,7,特殊结构,坐车去机场几分钟就到了。,"[""坐车"", ""请坐"", ""坐落"", ""坐大"", ""坐标"", ""坐垫"", ""坐骑"", ""坐井观天"", ""坐享其成""]"
0192,0192,只,"[""zhī"", ""zhǐ""]",口,5,上下结构,树梢上停了一只小鸟。,"[""一只"", ""只身前往"", ""只言片语"", ""只要"", ""只有"", ""只是"", ""只好"", ""只怕"", ""只能"", ""只得"", ""只顾""]"
0193,0193,看,"[""kàn"", ""kān""]",手,9,半包围结构,我们大家一起去看电影。,"[""看见"", ""看书"", ""看病"", ""看待"", ""看齐"", ""看望"", ""观看"", ""看法"", ""刮目相看"", ""看破红尘"", ""看守"", ""看管"", ""看护""]"
0194,0194,见,"[""jiàn""]",见,4,独体结构,我看见他们从那边过去了。,"[""看见"", ""罕见"", ""接见"", ""会见"", ""再见"", ""见外"", ""见谅"", ""见笑"", ""见义勇为"", ""见利忘义""]"
0195,0195,闪,"[""shǎn""]",门,5,半包围结构,天空中电闪雷鸣。,"[""闪现"", ""闪光"", ""闪开"", ""闪电"", ""闪耀"", ""闪烁"", ""闪失"", ""躲闪"", ""电闪雷鸣"", ""闪烁其词""]"
0196,0196,星,"[""xīng""]",日,9,上下结构,看那夜空中的星星闪闪发光。,"[""星期"", ""卫星"", ""恒星"", ""星球"", ""歌星"", ""星空"", ""星座"", ""星系"", ""斗转星移"", ""星火燎原""]"
0197,0197,蓝,"[""lán""]",艹,13,上下结构,已经很久没有看见这么蓝的天空了。,"[""蓝色"", ""蓝天"", ""蔚蓝"", ""蓝图"", ""碧海蓝天""]"
0198,0198,阳,"[""yáng""]",阝,6,左右结构,今天这太阳太大了。,"[""太阳"", ""阳光"", ""夕阳"", ""朝阳"", ""洛阳"", ""咸阳"", ""阳台"", ""阳历"", ""阳春白雪"", ""阳光大道""]"
0199,0199,像,"[""xiàng""]",亻,13,左右结构,圆圆的池塘就好像一面大镜子,"[""好像"", ""像话"", ""像样"", ""画像"", ""图像"", ""雕像"", ""塑像"", ""佛像"", ""像模像样"", ""镜像""]"
0200,0200,金,"[""jīn""]",金,8,上下结构,闪光的并非都是金子。,"[""金子"", ""金钱"", ""金鱼"", ""金融"", ""金黄"", ""金属"", ""金币"", ""金牌"", ""金口玉言"", ""金榜题名""]"
0201,0201,野,"[""yě""]",里,11,左右结构,他们刚去了野生动物园。,"[""野草"", ""野菜"", ""野外"", ""野地"", ""野火"", ""野餐"", ""野兽"", ""野炊"", ""漫山遍野""]"
0202,0202,更,"[""gèng"", ""gēng""]",一,7,独体结构,我们要比之前更进一步。,"[""更好"", ""更加"", ""更进一步"", ""更改"", ""更正"", ""更新"", ""更换""]"
0203,0203,面,"[""miàn""]",面,9,独体结构,今天中午煮面条吃。,"[""面条"", ""白面"", ""面粉"", ""面包"", ""面壁"", ""画面"", ""地面"", ""前面"", ""面不改色"", ""四面"", ""楚歌""]"
0204,0204,长,"[""cháng"", ""zhǎng""]",长,4,独体结构,中国的宏伟建筑万里长城。,"[""长城"", ""长短"", ""长跑"", ""专长"", ""长度"", ""长寿"", ""长廊"", ""长期"", ""长大"", ""长辈"", ""长高"", ""长官""]"
0205,0205,早,"[""zǎo""]",日,6,上下结构,爸爸每天都是早出晚归。,"[""早晨"", ""早起"", ""早安"", ""早饭"", ""早就"", ""早期"", ""早恋"", ""早春"", ""早出晚归"", ""起早贪黑""]"
0207,0206,晨,"[""chén""]",日,11,上下结构,今天早晨我睡过头了。,"[""早晨"", ""凌晨"", ""晨曦"", ""清晨"", ""月夕花晨"", ""落落晨星""]"
0206,0207,拉,"[""lā""]",扌,8,左右结构,爷爷拉着我的手给我讲故事。,"[""拉面"", ""拉开"", ""拉网"", ""拉扯"", ""拉倒"", ""拉伸"", ""拉货"", ""拉链"", ""东拉西扯"", ""推枯拉朽""]"
0208,0208,进,"[""jìn""]",辶,7,半包围结构,他们在大雨中无法前进。,"[""前进"", ""进步"", ""进口"", ""进退"", ""进行"", ""进出"", ""进度"", ""进化"", ""滴水未进"", ""日进斗金""]"
0209,0209,谁,"[""shuí""]",讠,10,左右结构,是谁把我的东西拿走了？,"[""谁是谁非"", ""鹿死谁手"", ""舍我其谁"", ""姓甚名谁""]"
0210,0210,影,"[""yǐng""]",彡,15,左右结构,他从小对我的影响非常大。,"[""影响"", ""影迷"", ""身影"", ""剪影"", ""倒影"", ""人影"", ""影院"", ""幻影"", ""刀光剑影"", ""杯弓蛇影""]"
0211,0211,前,"[""qián""]",刀 (dictionary),9,上下结构,我前面还有两个人，马上就轮到我了。,"[""前面"", ""前方"", ""前天"", ""面前"", ""前进"", ""以前"", ""前程"", ""前边"", ""大敌当前""]"
0213,0212,后,"[""hòu""]",厂,6,半包围结构,工作结束后他就回家了。,"[""后面"", ""后悔"", ""后来"", ""午后"", ""后盾"", ""后勤"", ""后会有期"", ""后患无穷""]"
0212,0213,常,"[""cháng""]",巾,11,上下结构,我们经常一起去玩。,"[""常常"", ""平常"", ""常识"", ""常见"", ""反常"", ""常规"", ""打破常规"", ""兵无常势""]"
0214,0214,跟,"[""gēn""]",足,13,左右结构,他跟我是很要好的朋友。,"[""跟从"", ""跟上"", ""跟随"", ""跟踪"", ""跟前"", ""跟班"", ""跟脚"", ""高跟鞋"", ""立定脚跟""]"
0215,0215,着,"[""zhāo"", ""zháo"", ""zhe"", ""zhuó""]",羊,11,半包围结构,这件事情好像没什么着落。,"[""一着失误"", ""着火"", ""着急"", ""着凉"", ""灯亮着"", ""走着"", ""着装"", ""着陆"", ""沉着"", ""指挥""]"
0216,0216,黑,"[""hēi""]",黑,12,上下结构,我们要在天黑前赶回去。,"[""黑夜"", ""黑色"", ""黑人"", ""黑板"", ""乌黑"", ""黑店"", ""黑市"", ""黑帮"", ""白纸黑字"", ""黑灯瞎火""]"
0217,0217,狗,"[""gǒu""]",犭,8,左右结构,我家养了一条大狼狗。,"[""狼狗"", ""恶狗"", ""狗熊"", ""猎狗"", ""鸡飞狗跳"", ""猪狗不如""]"
0218,0218,它,"[""tā""]",宀,5,上下结构,问题出在其它地方。,"[""它们"", ""其它"", ""它日"", ""它时"", ""它法"", ""它界"", ""它年"", ""它故"", ""它山之石""]"
